imagem;index;mediana;mean global;desvio;mean blue;desv blue;mean green;desv green;mean red;desv red;R/G mean;R/B mean;R/G desv;R/B desv;isfire
fire_0125.jpg;97;22;41,593;40,679;7,344;6,994;23,389;8,886;94,045;24,104;4,021;12,806;2,712;3,446;0
fire_0125.jpg;98;32;57,789;64,816;11,486;12,998;37,074;27,97;124,806;67,732;3,366;10,866;2,422;5,211;0
fire_0125.jpg;99;32;56,468;65,149;13,267;15,128;36,194;29,316;119,942;73,065;3,314;9,041;2,492;4,83;0
fire_0132.jpg;0;83;86,505;17,584;78,709;17,249;84,36;16,858;96,445;13,48;1,143;1,225;0,8;0,782;0
fire_0132.jpg;1;82;82,594;9,189;75,374;6,778;80,107;5,596;92,301;4,851;1,152;1,225;0,867;0,716;0
fire_0132.jpg;2;72;77,478;25,234;61,995;9,637;71,046;6,481;99,392;31,845;1,399;1,603;4,913;3,305;0
fire_0132.jpg;3;67;78,955;39,617;49,717;12,11;65,99;10,546;121,158;40,579;1,836;2,437;3,848;3,351;1
fire_0132.jpg;4;49;53,355;15,448;41,539;6,608;47,61;5,381;70,915;12,74;1,49;1,707;2,368;1,928;0
fire_0132.jpg;5;41;42,393;7,97;36,584;4,327;39,251;3,896;51,342;5,74;1,308;1,403;1,473;1,327;0
fire_0132.jpg;6;39;38,45;7,456;35,542;7,242;37,526;6,59;42,28;6,851;1,127;1,19;1,04;0,946;0
fire_0132.jpg;7;44;43,803;6,258;42,589;7,586;43,691;5,923;45,13;4,649;1,033;1,06;0,785;0,613;0
fire_0132.jpg;8;40;40,164;3,21;38,976;3,794;40,123;2,475;41,394;2,734;1,032;1,062;1,105;0,721;0
fire_0132.jpg;9;37;37,167;7,759;35,811;7,405;36,005;7,36;39,686;7,877;1,102;1,108;1,07;1,064;0
fire_0132.jpg;10;69;81,045;32,208;56,754;10,224;71,734;12,517;114,648;32,324;1,598;2,02;2,582;3,162;1
fire_0132.jpg;11;69;79,434;23,27;58,464;5,853;69,187;2,293;110,65;8,111;1,599;1,893;3,537;1,386;0
fire_0132.jpg;12;68;92,609;57,045;47,232;8,694;77;20,152;153,594;57,085;1,995;3,252;2,833;6,566;1
fire_0132.jpg;13;135;141,08;82,571;48,581;12,185;132,61;30,563;242,05;23,425;1,825;4,982;0,766;1,922;1
fire_0132.jpg;14;54;80,401;59,671;34,592;11,395;68,131;36,085;138,478;60,232;2,033;4,003;1,669;5,286;1
fire_0132.jpg;15;37;41,245;15,479;29,422;5,49;36,003;5,713;58,31;14,056;1,62;1,982;2,461;2,56;0
fire_0132.jpg;16;33;34,299;11,142;27,989;8,635;31,598;8,257;43,309;10,07;1,371;1,547;1,22;1,166;0
fire_0132.jpg;17;34;34,42;8,027;29,419;5,558;31,851;5,489;41,989;6,586;1,318;1,427;1,2;1,185;0
fire_0132.jpg;18;36;36,511;6,623;32,68;5,002;34,277;5,283;42,578;4,712;1,242;1,303;0,892;0,942;0
fire_0132.jpg;19;34;37,999;18,389;32,174;13,364;35,022;16,177;46,802;21,304;1,336;1,455;1,317;1,594;0
fire_0132.jpg;20;87;112,111;69,627;46,93;18,823;104,992;47,788;184,413;48,772;1,756;3,93;1,021;2,591;1
fire_0132.jpg;21;68;76,105;42,683;38,87;12,97;62,917;15,823;126,526;30,731;2,011;3,255;1,942;2,369;0
fire_0132.jpg;22;115;124,682;75,849;46,782;12,497;120,33;48,334;206,933;43,756;1,72;4,423;0,905;3,501;1
fire_0132.jpg;23;159;153,415;80,612;54,838;13,999;159,381;29,452;246,026;10,092;1,544;4,486;0,343;0,721;1
fire_0132.jpg;24;68;91,3;69,052;29,653;14,119;73,022;27,068;171,224;53,387;2,345;5,774;1,972;3,781;1
fire_0132.jpg;25;36;42,148;25,128;24,624;10,621;35,366;11,716;66,453;26,466;1,879;2,699;2,259;2,492;0
fire_0132.jpg;26;33;36,679;19,646;24,814;10,481;32,011;12,94;53,213;21,088;1,662;2,144;1,63;2,012;0
fire_0132.jpg;27;33;35,867;15,512;24,947;7,343;32,237;8,443;50,418;15,891;1,564;2,021;1,882;2,164;0
fire_0132.jpg;28;30;31,109;8,925;24,574;5,566;27,925;5,377;40,827;5,638;1,462;1,661;1,049;1,013;0
fire_0132.jpg;29;28;30,775;8,213;24,323;4,09;27,382;3,825;40,619;4,579;1,483;1,67;1,197;1,12;0
fire_0132.jpg;30;112;131,914;88,121;57,258;36,674;147,294;83,363;191,189;75,354;1,298;3,339;0,904;2,055;1
fire_0132.jpg;31;40;63,271;57,892;23,478;15,947;52,739;29,424;113,597;68,61;2,154;4,838;2,332;4,302;0
fire_0132.jpg;32;161;142,099;82,641;52,659;22,42;149,69;55,519;223,947;46,34;1,496;4,253;0,835;2,067;1
fire_0132.jpg;33;175;161,014;80,046;58,598;10,715;176,536;27,776;247,909;7,42;1,404;4,231;0,267;0,692;1
fire_0132.jpg;34;87;109,684;73,289;39,982;12,351;92,662;30,035;196,406;48,891;2,12;4,912;1,628;3,958;1
fire_0132.jpg;35;43;50,478;32,838;26,162;14,62;41,955;18,075;83,318;30,855;1,986;3,185;1,707;2,111;0
fire_0132.jpg;36;27;32,955;22,624;19,165;12,631;28,12;14,665;51,581;24,505;1,834;2,691;1,671;1,94;0
fire_0132.jpg;37;32;36,651;22,057;21,968;11,62;31,219;12,548;56,765;22,747;1,818;2,584;1,813;1,958;0
fire_0132.jpg;38;29;32,42;16,143;20,624;7,331;25,928;7,883;50,707;12,257;1,956;2,459;1,555;1,672;0
fire_0132.jpg;39;25;29,182;14,049;19,085;7,209;23,845;6,495;44,616;11,372;1,871;2,338;1,751;1,577;0
fire_0132.jpg;40;35;60,968;65,818;28,382;36,125;57,186;59,352;97,336;75,958;1,702;3,429;1,28;2,103;0
fire_0132.jpg;41;38;61,412;62,883;28,098;31,007;56,909;54,068;99,229;73,607;1,744;3,532;1,361;2,374;0
fire_0132.jpg;42;98;121,747;85,1;49,587;31,222;125,512;71,489;190,141;75,773;1,515;3,834;1,06;2,427;1
fire_0132.jpg;43;171;164,387;76,271;67,549;8,922;176,677;25,655;248,934;6,099;1,409;3,685;0,238;0,684;1
fire_0132.jpg;44;100;121,653;78,701;49,168;24,861;116,171;55,842;199,621;59,01;1,718;4,06;1,057;2,374;1
fire_0132.jpg;45;45;55,796;44,652;25,802;19,88;45,338;25,876;96,25;47,656;2,123;3,73;1,842;2,397;0
fire_0132.jpg;46;37;45,973;36,713;23,046;15,943;37,032;22,746;77,84;40,631;2,102;3,378;1,786;2,548;0
fire_0132.jpg;47;37;45,036;34,269;20,115;14,705;35,293;17,366;79,701;32,978;2,258;3,962;1,899;2,243;0
fire_0132.jpg;48;30;37,357;29,97;18,181;13,69;29,042;17,276;64,848;31,876;2,233;3,567;1,845;2,328;0
fire_0132.jpg;49;24;26,635;15,278;15,846;8,802;21,662;9,225;42,397;12,171;1,957;2,675;1,319;1,383;0
fire_0132.jpg;50;13;27,874;38,687;15,706;23,118;23,523;31,354;44,394;50,325;1,887;2,827;1,605;2,177;0
fire_0132.jpg;51;46;68,972;68,128;30,638;34,264;63,152;59,089;113,126;76,196;1,791;3,692;1,29;2,224;1
fire_0132.jpg;52;84;106,843;83,52;42,077;35,049;111,13;76,582;167,323;77,217;1,506;3,977;1,008;2,203;1
fire_0132.jpg;53;130;135,859;82,508;46,454;20,055;127,803;34,64;233,32;35,553;1,826;5,023;1,026;1,773;1
fire_0132.jpg;54;71;91,418;70,91;31,942;23,891;76,974;39,819;165,336;60,98;2,148;5,176;1,531;2,552;1
fire_0132.jpg;55;50;64,615;54,96;24,987;22,668;51,33;32,549;117,53;54,237;2,29;4,704;1,666;2,393;0
fire_0132.jpg;56;39;57,56;54,87;24,067;21,57;46,07;32,75;102,542;64,938;2,226;4,261;1,983;3,011;0
fire_0132.jpg;57;59;80,069;68,482;29,594;22,972;65,778;42,036;144,837;69,481;2,202;4,894;1,653;3,025;0
fire_0132.jpg;58;43;54,58;47,691;20,544;16,852;40,213;24,571;102,982;47,201;2,561;5,013;1,921;2,801;0
fire_0132.jpg;59;27;32,093;23,77;14,413;11,938;25,259;13,88;56,608;19,99;2,241;3,928;1,44;1,674;0
fire_0132.jpg;60;27;41,33;44,159;17,69;21,535;33,139;31,423;73,162;52,532;2,208;4,136;1,672;2,439;0
fire_0132.jpg;61;24;41,449;45,252;19,686;25,105;33,422;33,941;71,238;54,181;2,131;3,619;1,596;2,158;0
fire_0132.jpg;62;73;98,587;83,747;43,424;39,985;100,962;82,929;151,376;82,034;1,499;3,486;0,989;2,052;1
fire_0132.jpg;63;182;161,668;81,212;65,883;30,744;183,555;52,604;235,565;30,971;1,283;3,575;0,589;1,007;1
fire_0132.jpg;64;63;77,194;66,539;26,411;27,422;64,594;46,797;140,578;59,877;2,176;5,323;1,28;2,184;0
fire_0132.jpg;65;56;72,721;64,342;25,627;23,344;59,592;40,45;132,944;64,972;2,231;5,188;1,606;2,783;0
fire_0132.jpg;66;61;80,921;70,269;30,757;28,59;69,854;52,564;142,152;69,606;2,035;4,622;1,324;2,435;0
fire_0132.jpg;67;82;99,255;73,657;36,262;28,054;91,827;54,879;169,675;59,118;1,848;4,679;1,077;2,107;1
fire_0132.jpg;68;44;53,736;42,788;20,36;15,192;42,115;22,989;98,733;38,202;2,344;4,849;1,662;2,515;0
fire_0132.jpg;69;32;39,335;28,851;16,669;12,445;29,896;14,149;71,44;22,549;2,39;4,286;1,594;1,812;0
fire_0132.jpg;70;22;28,55;26,475;12,054;12,421;22,93;17,461;50,667;29,168;2,21;4,203;1,67;2,348;0
fire_0132.jpg;71;16;24,719;29,829;13,226;18,781;21,806;24,578;39,126;36,938;1,794;2,958;1,503;1,967;0
fire_0132.jpg;72;58;85,234;79,71;39,803;44,77;84,021;76,952;131,878;83,03;1,57;3,313;1,079;1,855;1
fire_0132.jpg;73;143;146,054;80,533;60,918;38,831;150,725;54,563;226,52;35,033;1,503;3,718;0,642;0,902;1
fire_0132.jpg;74;141;137,127;82,18;46,043;23,724;136,989;45,6;228,349;31,637;1,667;4,959;0,694;1,334;1
fire_0132.jpg;75;155;154,228;82,583;62,027;39,944;164,957;54,806;235,701;24,628;1,429;3,8;0,449;0,617;1
fire_0132.jpg;76;60;82,221;74,007;32,534;34,541;75,288;62,631;138,84;74,785;1,844;4,267;1,194;2,165;1
fire_0132.jpg;77;79;90,68;66,879;36,291;36,26;82,258;51,713;153,491;49,55;1,866;4,229;0,958;1,367;1
fire_0132.jpg;78;44;55,253;43,33;22,117;15,182;44,136;23,527;99,506;40,846;2,255;4,499;1,736;2,69;0
fire_0132.jpg;79;39;46,319;34,076;18,674;14,724;35,546;16,57;84,739;25,212;2,384;4,538;1,522;1,712;0
fire_0132.jpg;80;31;41,669;38,386;18,069;16,716;34,832;25,767;72,106;44,124;2,07;3,991;1,712;2,64;0
fire_0132.jpg;81;19;30,999;37,142;16;21,933;25,453;29,661;51,546;45,823;2,025;3,222;1,545;2,089;0
fire_0132.jpg;82;59;80,337;74,357;34,885;39,407;75,437;63,493;130,688;79,86;1,732;3,746;1,258;2,027;1
fire_0132.jpg;83;147;145,593;80,249;60,528;45,588;147,445;49,895;228,806;24,253;1,552;3,78;0,486;0,532;1
fire_0132.jpg;84;150;147,715;84,615;45,634;21,968;155,821;37,852;241,691;15,687;1,551;5,296;0,414;0,714;1
fire_0132.jpg;85;121;134,669;84,211;46,8;38,586;135,758;60,567;221,45;29,393;1,631;4,732;0,485;0,762;1
fire_0132.jpg;86;50;71,537;70,251;25,29;31,748;62,069;58,002;127,253;71,419;2,05;5,032;1,231;2,25;0
fire_0132.jpg;87;59;78,423;69,396;31,662;35,507;68,283;54,168;135,323;68,741;1,982;4,274;1,269;1,936;0
fire_0132.jpg;88;45;60,813;53,115;21,051;16,077;48,224;29,591;113,165;53,38;2,347;5,376;1,804;3,32;0
fire_0132.jpg;89;48;57,678;45,081;18,499;14,83;44,498;20,52;110,037;31,712;2,473;5,948;1,545;2,138;0
fire_0132.jpg;90;19;27,167;29,402;10,909;12,863;25,554;19,479;45,04;38,237;1,763;4,129;1,963;2,973;0
fire_0132.jpg;91;10;16,135;18,779;9,238;11,025;13,139;12,817;26,029;24,853;1,981;2,817;1,939;2,254;0
fire_0132.jpg;92;34;61,493;68,063;25,253;32,359;58,227;60,05;100,998;79,75;1,735;3,999;1,328;2,465;1
fire_0132.jpg;93;77;99,54;78,316;28,971;20,287;91,778;44,094;177,87;69,774;1,938;6,14;1,582;3,439;1
fire_0132.jpg;94;85;109,761;82,707;38,352;34,323;110,224;70,739;180,706;64,859;1,639;4,712;0,917;1,89;1
fire_0132.jpg;95;67;88,139;72,647;25,302;23,366;76,15;42,416;162,965;61,618;2,14;6,441;1,453;2,637;1
fire_0132.jpg;96;36;54,831;56,629;16,974;20,471;44,482;37,264;103,037;62,839;2,316;6,07;1,686;3,07;1
fire_0132.jpg;97;51;74,756;69,585;26,552;31,961;65,773;52,863;131,942;70,962;2,006;4,969;1,342;2,22;1
fire_0132.jpg;98;35;53,883;55,817;18,227;21,272;43,36;36,623;100,062;63,547;2,308;5,49;1,735;2,987;1
fire_0132.jpg;99;35;49,577;45,913;16,027;14,272;37,826;22,711;94,877;47,84;2,508;5,92;2,106;3,352;0
fire_0133.jpg;0;19;25,756;23,569;16,885;15,999;22,096;20,466;38,288;27,249;1,733;2,268;1,331;1,703;0
fire_0133.jpg;1;23;35,524;38,576;17,59;19,496;27,595;26,702;61,387;48,144;2,225;3,49;1,803;2,469;0
fire_0133.jpg;2;48;76,113;77,407;25,864;32,266;69,509;70,505;132,966;78,502;1,913;5,141;1,113;2,433;1
fire_0133.jpg;3;28;59,751;71,903;17,299;22,61;52,192;60,759;109,762;83,349;2,103;6,345;1,372;3,686;1
fire_0133.jpg;4;17;29,055;31,233;12,475;20,388;19,662;22,717;55,029;30,935;2,799;4,411;1,362;1,517;0
fire_0133.jpg;5;21;32,313;33,536;13,392;23,789;23,899;26,691;59,648;30,326;2,496;4,454;1,136;1,275;0
fire_0133.jpg;6;29;38,805;33,171;10,797;12,486;28,483;16,879;77,134;22,359;2,708;7,144;1,325;1,791;0
fire_0133.jpg;7;26;36,163;32,106;11,182;13,466;26,728;18,958;70,578;25,58;2,641;6,311;1,349;1,9;0
fire_0133.jpg;8;29;37,441;33,075;10,733;14,921;29,674;19,041;71,917;27,099;2,424;6,701;1,423;1,816;0
fire_0133.jpg;9;36;46,979;40,115;16,178;20,713;36,187;22,804;88,573;32,914;2,448;5,475;1,443;1,589;0
fire_0133.jpg;10;22;24,765;14,879;14,352;8,811;22,92;10,989;37,022;14,272;1,615;2,58;1,299;1,62;0
fire_0133.jpg;11;43;68,94;68,48;20,611;22,366;61,546;50,095;124,662;74,589;2,026;6,048;1,489;3,335;1
fire_0133.jpg;12;75;94,056;80,099;31,144;34,497;85,045;64,619;165,979;68,336;1,952;5,329;1,058;1,981;1
fire_0133.jpg;13;26;47,723;56,147;18,354;25,596;34,59;44,01;90,224;63,436;2,608;4,916;1,441;2,478;0
fire_0133.jpg;14;20;37,459;45,05;13,378;22,251;25,722;36,736;73,277;47,365;2,849;5,478;1,289;2,129;0
fire_0133.jpg;15;20;33,873;36,767;13,318;20,426;20,616;25,368;67,685;35,401;3,283;5,082;1,396;1,733;0
fire_0133.jpg;16;23;39,06;44,803;13,934;23,291;25,955;31,951;77,29;46,84;2,978;5,547;1,466;2,011;0
fire_0133.jpg;17;24;39,188;40,757;14,414;21,209;26,386;30,08;76,765;37,935;2,909;5,326;1,261;1,789;0
fire_0133.jpg;18;44;57,658;51,819;20,01;28,006;44,246;35,005;108,718;42,911;2,457;5,433;1,226;1,532;0
fire_0133.jpg;19;43;55,905;45,874;18,808;23,656;44,186;28,838;104,722;32,021;2,37;5,568;1,11;1,354;0
fire_0133.jpg;20;20;25,069;19,794;14,691;11,774;20,552;14,182;39,963;22,038;1,944;2,72;1,554;1,872;0
fire_0133.jpg;21;32;54,986;61,8;22,507;27,442;45,552;49,578;96,899;73,118;2,127;4,305;1,475;2,665;1
fire_0133.jpg;22;29;67,271;80,098;15,709;18,263;62,771;70,444;123,334;90,163;1,965;7,851;1,28;4,937;1
fire_0133.jpg;23;25;47,355;58,196;21,421;28,797;36,597;52,247;84,048;66,832;2,297;3,924;1,279;2,321;0
fire_0133.jpg;24;50;68,178;70,755;24,72;34,11;59,44;68,88;120,374;66,495;2,025;4,87;0,965;1,949;0
fire_0133.jpg;25;40;64,033;66,347;17,038;22,7;47,072;50,657;127,989;59,48;2,719;7,512;1,174;2,62;1
fire_0133.jpg;26;46;69,867;66,217;17,093;20,456;47,384;34,013;145,123;51,23;3,063;8,49;1,506;2,504;0
fire_0133.jpg;27;35;51,822;47,73;15,47;21,937;36,816;29,065;103,179;36,392;2,803;6,669;1,252;1,659;0
fire_0133.jpg;28;42;57,291;53,624;21,544;29,05;45,931;42,362;104,397;48,604;2,273;4,846;1,147;1,673;0
fire_0133.jpg;29;30;43,102;42,294;17,861;25,465;31,486;32,385;79,958;39,225;2,539;4,477;1,211;1,54;0
fire_0133.jpg;30;29;39,89;37,398;21,206;23,405;35,757;30,305;62,707;42,929;1,754;2,957;1,417;1,834;0
fire_0133.jpg;31;43;60,247;59,316;23,731;29,868;52,814;48,151;104,195;63,438;1,973;4,391;1,317;2,124;0
fire_0133.jpg;32;60;88,689;83,431;25,15;28,774;89,45;75,729;151,467;79,628;1,693;6,022;1,051;2,767;1
fire_0133.jpg;33;31;47,151;52,45;19,776;26,782;31,427;39,915;90,25;55,574;2,872;4,564;1,392;2,075;0
fire_0133.jpg;34;37;57,539;63,546;19,333;29,408;38,998;44,933;114,286;64,859;2,931;5,912;1,443;2,205;1
fire_0133.jpg;35;75;101,684;89,995;36,704;42,049;106,464;91,408;161,883;79,403;1,521;4,411;0,869;1,888;1
fire_0133.jpg;36;27;43,823;48,598;13,058;17,151;25,222;21,781;93,19;50,865;3,695;7,137;2,335;2,966;0
fire_0133.jpg;37;32;48,718;44,045;15,054;20,586;38,574;29,978;92,525;36,637;2,399;6,146;1,222;1,78;0
fire_0133.jpg;38;19;39,902;50,512;8,738;8,515;25,03;23,949;85,939;60,798;3,433;9,836;2,539;7,14;1
fire_0133.jpg;39;40;70,057;75,916;11,36;13,507;41,597;26,956;157,213;67,298;3,779;13,839;2,497;4,983;1
fire_0133.jpg;40;27;37,664;36,94;15,856;15,494;32,152;23,157;64,984;45,443;2,021;4,098;1,962;2,933;0
fire_0133.jpg;41;35;47,547;47,024;19,227;25,623;37,488;35,833;85,926;48,135;2,292;4,469;1,343;1,879;1
fire_0133.jpg;42;54;68,738;64,402;25,347;30,995;55,755;51,694;125,11;59,838;2,244;4,936;1,158;1,931;1
fire_0133.jpg;43;21;47,655;63,911;18,381;25,165;40,874;60,701;83,712;75,716;2,048;4,554;1,247;3,009;0
fire_0133.jpg;44;73;99,089;86,162;28,376;30,56;97,87;80,582;171,021;68,324;1,747;6,027;0,848;2,236;1
fire_0133.jpg;45;75;103,175;90,172;27,118;30,957;112,549;83,839;169,859;78,016;1,509;6,264;0,931;2,52;1
fire_0133.jpg;46;25;32,746;24,724;12,576;6,86;25,616;11,21;60,045;21,408;2,344;4,775;1,91;3,121;0
fire_0133.jpg;47;18;26,537;21,655;10,597;8,087;17,885;9,697;51,128;17,713;2,859;4,825;1,827;2,19;0
fire_0133.jpg;48;39;71,578;74,738;10,387;11,958;40,654;20,89;163,691;54,705;4,026;15,759;2,619;4,575;1
fire_0133.jpg;49;76;110,035;96,262;10,384;11,35;87,067;43,7;232,654;16,35;2,672;22,405;0,374;1,441;1
fire_0133.jpg;50;23;47,513;61,17;14,034;17,76;42,586;52,477;85,918;74,403;2,018;6,122;1,418;4,189;0
fire_0133.jpg;51;32;46,228;45,465;16,346;16,959;38,038;29,763;84,299;51,169;2,216;5,157;1,719;3,017;0
fire_0133.jpg;52;54;75,092;72,324;23,018;30,876;61,941;56,827;140,317;66,11;2,265;6,096;1,163;2,141;1
fire_0133.jpg;53;18;43,831;62,307;18,286;26,618;34,043;55,978;79,165;76,209;2,325;4,329;1,361;2,863;0
fire_0133.jpg;54;73;95,987;82,771;29,694;32,344;89,44;71,315;168,827;68,394;1,888;5,685;0,959;2,115;0
fire_0133.jpg;55;57;70,833;56,853;23,974;23,965;57,912;36,277;130,613;43,247;2,255;5,448;1,192;1,805;0
fire_0133.jpg;56;42;53,914;42,301;19,475;16,12;44,645;24,684;97,622;36,285;2,187;5,013;1,47;2,251;0
fire_0133.jpg;57;23;33,468;25,992;11,835;8,631;23,648;10,054;64,92;17,251;2,745;5,485;1,716;1,999;0
fire_0133.jpg;58;32;58,796;64,623;12,245;12,722;33,438;24,205;130,706;61,642;3,909;10,674;2,547;4,845;1
fire_0133.jpg;59;88;112,614;95,042;15,944;19,994;100,04;65,645;221,858;30,864;2,218;13,915;0,47;1,544;1
fire_0133.jpg;60;42;64,301;64,386;20,886;19,458;57,83;45,434;114,186;74,69;1,974;5,467;1,644;3,839;1
fire_0133.jpg;61;20;36,326;43,625;17,501;19,011;25,725;30,273;65,754;55,667;2,556;3,757;1,839;2,928;0
fire_0133.jpg;62;65;98,341;90,28;22,222;26,861;100,632;83,507;172,17;74,207;1,711;7,748;0,889;2,763;1
fire_0133.jpg;63;22;46,744;61,417;19,326;27,69;38,005;59,416;82,901;69,882;2,181;4,29;1,176;2,524;0
fire_0133.jpg;64;28;56,532;68,537;16,213;21,319;43,227;54,232;110,155;77,577;2,548;6,794;1,43;3,639;1
fire_0133.jpg;65;49;58,616;44,597;22,534;22,234;51,109;30,361;102,205;35,948;2;4,536;1,184;1,617;0
fire_0133.jpg;66;37;48,839;44,241;23,334;23,716;41,453;33,957;81,731;48,675;1,972;3,503;1,433;2,052;0
fire_0133.jpg;67;29;38,29;31,213;15,448;13,051;29,115;17,734;70,306;28,408;2,415;4,551;1,602;2,177;0
fire_0133.jpg;68;25;41,326;45,065;15,138;20,041;28,195;33,353;80,645;46,63;2,86;5,327;1,398;2,327;0
fire_0133.jpg;69;36;79,58;86,887;10,334;11,643;37,166;26,828;191,238;52,262;5,145;18,505;1,948;4,489;1
fire_0133.jpg;70;52;89,731;89,176;19,808;23,278;95,379;77,856;154,006;90,559;1,615;7,775;1,163;3,89;1
fire_0133.jpg;71;16;24,124;30,455;14,962;13,795;16,859;24,112;40,55;40,053;2,405;2,71;1,661;2,904;0
fire_0133.jpg;72;68;99,808;92,221;27,818;29,377;102,899;95,252;168,707;75,092;1,64;6,065;0,788;2,556;1
fire_0133.jpg;73;29;52,927;62,381;17,861;24,219;38,072;58,619;102,85;60,901;2,701;5,758;1,039;2,515;0
fire_0133.jpg;74;107;117,458;93,118;25,816;30,35;122,008;80,255;204,55;51,446;1,677;7,923;0,641;1,695;1
fire_0133.jpg;75;60;79,962;64,318;18,498;19,775;63,6;27,172;157,787;34,33;2,481;8,53;1,263;1,736;0
fire_0133.jpg;76;29;50,087;51,383;12,312;13,663;31,518;18,492;106,432;49,451;3,377;8,645;2,674;3,619;0
fire_0133.jpg;77;24;33,356;26,946;9,893;6,706;23,392;8,039;66,782;17,363;2,855;6,751;2,16;2,589;0
fire_0133.jpg;78;36;45,703;35,619;11,784;7,497;35,221;10,848;90,106;20,01;2,558;7,646;1,845;2,669;0
fire_0133.jpg;79;24;49,501;61,299;5,798;6,79;25,309;16,59;117,395;62,02;4,639;20,246;3,738;9,133;1
fire_0133.jpg;80;18;50,839;66,722;18,208;24,884;43,371;54,885;90,939;83,639;2,097;4,994;1,524;3,361;0
fire_0133.jpg;81;17;36,893;51,115;18,522;22,936;29,109;41,693;63,048;67,019;2,166;3,404;1,607;2,922;1
fire_0133.jpg;82;69;96,678;86,823;34,317;39,775;94,63;84,029;161,086;77,008;1,702;4,694;0,916;1,936;1
fire_0133.jpg;83;111;120,481;90,349;37,264;38,503;121,491;83,178;202,686;49,03;1,668;5,439;0,589;1,273;1
fire_0133.jpg;84;67;89,819;81,677;18,675;24,179;77,074;65,501;173,707;53,641;2,254;9,301;0,819;2,218;1
fire_0133.jpg;85;179;147,623;96,589;33,008;37,753;175,912;64,941;233,949;30,931;1,33;7,088;0,476;0,819;1
fire_0133.jpg;86;116;126,452;99,034;17,01;19,323;129,091;70,157;233,254;27,137;1,807;13,713;0,387;1,404;1
fire_0133.jpg;87;31;61,775;67,838;12,336;19,436;42,643;46,503;130,346;61,267;3,057;10,566;1,317;3,152;1
fire_0133.jpg;88;40;65,29;62,591;15,749;21,678;48,058;39,108;132,064;50,434;2,748;8,386;1,29;2,326;1
fire_0133.jpg;89;36;72,485;75,659;13,317;20,645;58,718;60,625;145,419;63,731;2,477;10,92;1,051;3,087;1
fire_0133.jpg;90;22;48,694;65,969;16,744;17,828;46,106;57,254;83,234;85,084;1,805;4,971;1,486;4,773;1
fire_0133.jpg;91;31;55,569;66,699;20,294;25,199;53,248;61,124;93,165;79,447;1,75;4,591;1,3;3,153;1
fire_0133.jpg;92;36;70,034;77,434;23,003;27,485;73,178;71,928;113,92;88,945;1,557;4,952;1,237;3,236;1
fire_0133.jpg;93;43;83,339;84,547;29,264;31,63;85,437;80,08;135,317;91,658;1,584;4,624;1,145;2,898;1
fire_0133.jpg;94;31;81,171;90,533;42,014;47,733;86,339;101,235;115,158;96,679;1,334;2,741;0,955;2,025;1
fire_0133.jpg;95;78;101,387;91,152;56,15;59,811;105,003;96,509;143,008;90,792;1,362;2,547;0,941;1,518;1
fire_0133.jpg;96;138;139,929;85,645;66,152;53,683;151,157;79,645;202,477;57,432;1,34;3,061;0,721;1,07;1
fire_0133.jpg;97;134;131,919;86,211;53,149;49,405;138,488;76,639;204,12;50,216;1,474;3,841;0,655;1,016;1
fire_0133.jpg;98;126;128,86;83,313;49,269;40,726;135,272;69,477;202,04;51,053;1,494;4,101;0,735;1,254;1
fire_0133.jpg;99;129;129,043;83,399;54,936;47,765;134,674;74,343;197,518;53,341;1,467;3,595;0,717;1,117;1
fire_0151.jpg;0;34;46,764;20,606;75,664;2,782;34,165;1,498;30,462;2,038;0,892;0,403;1,361;0,732;0
fire_0151.jpg;1;34;46,885;19,846;74,885;1,098;33,885;1,098;31,885;1,098;0,941;0,426;1;1;0
fire_0151.jpg;2;34;47,039;19,481;74,517;1,561;33,64;1,091;32,96;1,466;0,98;0,442;1,344;0,94;0
fire_0151.jpg;3;35;47,33;18,945;74,013;2,047;33,408;1,334;34,568;1,46;1,035;0,467;1,094;0,713;0
fire_0151.jpg;4;36;47,644;18,532;73,755;1,328;33,755;1,328;35,422;1,662;1,049;0,48;1,252;1,252;0
fire_0151.jpg;5;35;47,166;18,452;73,192;1,093;33,192;1,093;35,115;1,107;1,058;0,48;1,012;1,012;0
fire_0151.jpg;6;35;46,915;18,251;72,659;1,22;33,043;0,914;35,043;0,914;1,061;0,482;1;0,749;0
fire_0151.jpg;7;35;46,327;18,14;71,901;1,408;32,541;1,042;34,541;1,042;1,061;0,48;1;0,74;0
fire_0151.jpg;8;34;45,707;18,133;71,27;1,437;31,925;1,023;33,925;1,023;1,063;0,476;1;0,711;0
fire_0151.jpg;9;33;44,654;17,959;69,987;0,983;30,987;0,983;32,987;0,983;1,065;0,471;1;1;0
fire_0151.jpg;10;37;50,854;21,262;80,397;4,163;37,093;3,646;35,074;3,798;0,946;0,436;1,042;0,912;0
fire_0151.jpg;11;37;50,262;20,294;78,856;2,141;36,762;1,202;35,168;1,351;0,957;0,446;1,124;0,631;0
fire_0151.jpg;12;38;50,701;19,409;78,042;1,597;36,736;1,423;37,326;2,032;1,016;0,478;1,428;1,272;0
fire_0151.jpg;13;40;51,603;18,764;78,014;1,356;37,56;1,675;39,235;1,963;1,045;0,503;1,172;1,448;0
